location,dbn,buildingName,buildingCode,address,waterTesting,elevatedResults,healthDptProtocolImplemented,dateLastTested,elevatedSamples,totalSamples,note
P.S. M094,M094,LEGACY HS FOR INTEGR. STUDIES - M,M883,34 WEST  14 STREET MANHATTAN 10011,Yes,Yes,Yes,2004,1,13,
P.S. M721 - Manhattan Occupational Training Center,M721,LEGACY HS FOR INTEGR. STUDIES - M,M883,34 WEST  14 STREET MANHATTAN 10011,Yes,Yes,Yes,2004,1,13,
Leadership and Public Service High School,M425,HS FOR LEADERSHIP & PUBLIC SER - M,M894,90 TRINITY PLACE MANHATTAN 10006,Yes,No,No,,,,
Young Women's Leadership School,M610,YOUNG WOMEN'S LEADERSHIP HS - M,M895,105 EAST 106TH STREET NEW YORK 10029,Yes,"Yes, in 2002",Yes,2005,0,17,
Repertory Company High School for Theatre Arts,M531,NYC PUBLIC SCHOOL REPERTORY CO - M,M896,123 WEST  43 STREET MANHATTAN 10036,Yes,No,No,,,,
P.S. 018 Park Terrace,M018,P.S. 18 - MANHATTAN,M898,4124 9 AVENUE MANHATTAN 10034,Yes,No,No,,,,
"Ballet Tech, NYC Public School for Dance",M442,BALLET TECH/PUB. SCL FOR DANCE - M,M905,890 BROADWAY MANHATTAN 10003,Yes,No,Yes,,,,
Harlem Children's Zone Promise Academy 1 Charter School,M284,Harlem Promise Academy Charter - Manhattan,M908,245 West 129th Street New York 10027,No,N/A,Yes,,,,
Harlem Renaissance High School,M285,HARLEM RENAISSANCE HS (OLD M24)-M,M911,22 EAST 128 STREET MANHATTAN 10035,Yes,No,No,,,,
Teachers College Community School,M517,TEACHERS COLLEGE COMMUNITY SCHOOL - MANHATTAN,M916,168 MORNINGSIDE AVENUE MANHATTAN 10027,Yes,No,Yes,,,,
Paula Hedbavny School,M278,P.S./IS 278 - MANHATTAN,M918,421 W 219TH ST MANHATTAN 10034,Yes,Awaiting final results,Yes,,,,
Satellite Academy High School,M570,SATELLITE ACADEMY - MANHATTAN,M920,120 WEST  30 STREET MANHATTAN 10001,Yes,No,Yes,,,,
Special Music School,M859,P.S. 199 ANNEX - MANHATTAN,M932,129 WEST  67 STREET MANHATTAN 10023,Yes,No,No,,,,
City Knoll Middle School,M933,I.S. 260 - MANHATTAN,M933,425 WEST 33RD STREET MANHATTAN 10001,Yes,Awaiting final results,Yes,,,,
The Equity Project Charter School (TEP),M430,I.S. 349 - MANHATTAN,M965,549 AUDOBON AVENUE MANHATTAN 10040,Yes,No,Yes,,,,
Thurgood Marshall Academy for Learning and Social Change,M670,THURGOOD MARSHALL ACAD. - M,M970,200-214 WEST 135TH STREET MANHATTAN 10030,Yes,Awaiting final results,Yes,,,,
Democracy Prep Charter School,M350,STRIVE International,MADR,240 EAST 123 STREET MANHATTAN 10035,,,,,,,Charter managed facility. More information to come.
Democracy Prep Endurance Charter School,M065,STRIVE International,MADR,240 EAST 123 STREET MANHATTAN 10035,,,,,,,Charter managed facility. More information to come.
Harlem Prep Charter School,M708,STRIVE International,MADR,240 EAST 123 STREET MANHATTAN 10035,,,,,,,Charter managed facility. More information to come.
John V. Lindsay Wildcat Academy Charter School,M707,JOHN V. LINDSAY WILDCAT ACADEMY,MAEG,17 BATTERY PLACE MANHATTAN 10004,,,,,,,Charter managed facility. More information to come.
Harbor Science and Arts Charter School,M704,THE HIGHWAY CHRISTIAN ACADEMY,MAIV,132 EAST 111 STREET MANHATTAN 10029,,,,,,,Charter managed facility. More information to come.
Neighborhood Charter School of Harlem,M100,NEIGHBORHOOD CS OF HARLEM BUILDING,MAKA,132 W 124 STREET MANHATTAN 10027,,,,,,,Charter managed facility. More information to come.
New Heights Academy Charter School,M353,NEW HEIGHTS ACADEMY CHARTER SCHOOL,MANN,1818 AMSTERDAM AVENUE MANHATTAN 10031,,,,,,,Charter managed facility. More information to come.
Harlem Hebrew Language Charter School,M186,CENTRAL HARLEM MONTESSORI SCHOOL,MAQE,147 SAINT NICHOLAS AVENUE NEW YORK CITY 10026,,,,,,,Charter managed facility. More information to come.
Great Oaks Charter School,M202,Innovate Manhattan CS Building,MAUD,38 DELANCEY STREET MANHATTAN 10002,Yes,Yes,Yes,,,,
Kings Day Care,MAZB,Innovate Manhattan CS Building,MAUD,38 DELANCEY STREET MANHATTAN 10002,Yes,Yes,Yes,,,,
New York French American Charter School,M483,BOYS & GIRLS HARBOR MORNINGSIDE CHILDREN'S CENTER,MAVC,311 WEST 120TH STREET MANHATTAN 10027,,,,,,,Charter managed facility. More information to come.
Democracy Prep Harlem Charter School,M481,DEMOCRACY PREP CHARTER SCHOOL,MAYS,207 WEST 133RD STREET MANHATTAN 10030,,,,,,,Charter managed facility. More information to come.
Broome Street Academy Charter School,M522,BROOME STREET ACADEMY,MBDF,121 AVENUE OF THE AMERICAS MANHATTAN 10013,,,,,,,Charter managed facility. More information to come.
Inwood Academy for Leadership Charter School,M478,INWOOD ACADEMY FOR LEADERSHIP- MS,MBDK,108 COOPER STREET MANHATTAN 10034,,,,,,,Charter managed facility. More information to come.
Amani Charter School,O001,FRIENDSHIP WORSHIP CENTER,OABQ,261 EAST LINCOLN AVENUE MT VERNON 10522,,,,,,,Charter managed facility. More information to come.
"Victory Schools, DBA The Charter School of Excellence",OAQK,"Victory Schools, DBA The Charter School of Excelle",OAQK,260 WARBURTON AVE YONKERS 10701,,,,,,,Charter managed facility. More information to come.
The Academy Charter School,OAWF,The Academy Charter School,OAWF,94 Fulton Avenue Hempstead 11550,,,,,,,Charter managed facility. More information to come.
EverGreen Charter School,OAWX,Evergreen Charter School,OAWX,26 West Park Avenue Long Beach 11561,,,,,,,Charter managed facility. More information to come.
P.S. 002 Alfred Zimberg,Q002,P.S. 2 - QUEENS,Q002,75-10 21 AVENUE QUEENS 11370,Yes,No,No,,,,
The Academy for Excellence through the Arts,Q303,P.S. 303 - QUEENS,Q003,108-55 69 AVENUE QUEENS 11375,Yes,No,Yes,,,,
P.S. 009,Q009,I.S. 5 - QUEENS,Q005,50-40 JACOBUS STREET QUEENS 11373,Yes,No,No,,,,
I.S. 5 - The Walter Crowley Intermediate School,Q005,I.S. 5 - QUEENS,Q005,50-40 JACOBUS STREET QUEENS 11373,Yes,No,No,,,,
P.S. 007 Louis F. Simeone,Q007,P.S. 7 - QUEENS,Q007,80-55 CORNISH AVENUE QUEENS 11373,Yes,Yes,Yes,2004,2,73,
P.S. Q255,Q255,P.S. 7 - QUEENS,Q007,80-55 CORNISH AVENUE QUEENS 11373,Yes,Yes,Yes,2004,2,73,
J.H.S. 008 Richard S. Grossley,Q008,J.H.S. 8 - QUEENS,Q008,108-35 167 STREET QUEENS 11433,Yes,No,No,,,,
York Early College Academy,Q284,J.H.S. 8 - QUEENS,Q008,108-35 167 STREET QUEENS 11433,Yes,No,No,,,,
The Emerson School,Q287,J.H.S. 8 - QUEENS,Q008,108-35 167 STREET QUEENS 11433,Yes,No,No,,,,
P.S. 009,Q009,P.S. 9 (W REED SCHOOL) - QUEENS,Q009,58-74 57 STREET QUEENS 11378,Yes,"Yes, in 2003",Yes,2004,0,14,
I.S. 010 Horace Greeley,Q010,I.S. 10 - QUEENS,Q010,45-11 31ST AVE QUEENS 11103,Yes,No,No,,,,
P.S. 011 Kathryn Phelan,Q011,P.S. 11 - QUEENS,Q011,54-25 SKILLMAN AVENUE QUEENS 11377,Yes,No,No,,,,
P.S. 012 James B. Colgate,Q012,P.S. 12 - QUEENS,Q012,42-00 72 STREET QUEENS 11377,Yes,No,No,,,,
P.S. 013 Clement C. Moore,Q013,P.S. 13 - QUEENS,Q013,55-01 94 STREET QUEENS 11373,Yes,No,No,,,,
P.S. 014 Fairview,Q014,P.S. 14 - QUEENS,Q014,107-01 OTIS AVENUE QUEENS 11368,Yes,No,No,,,,
P.S. 015 Jackie Robinson,Q015,P.S. 15 - QUEENS,Q015,121-15 LUCAS STREET QUEENS 11413,Yes,No,No,,,,
P.S. 017 Henry David Thoreau,Q017,P.S. 17 - QUEENS,Q017,28-37 29 STREET QUEENS 11102,Yes,No,No,,,,
The 30th Avenue School (G&T Citywide),Q300,P.S. 17 - QUEENS,Q017,28-37 29 STREET QUEENS 11102,Yes,No,No,,,,
District 30 Pre-K Center,Q389,P.S. 17 - QUEENS,Q017,28-37 29 STREET QUEENS 11102,Yes,No,No,,,,
P.S. 018 Winchester,Q018,P.S. 18 - QUEENS,Q018,86-35 235 COURT QUEENS 11427,Yes,No,Yes,,,,
P.S. 019 Marino Jeantet,Q019,P.S. 19 - QUEENS,Q019,98-02 ROOSEVELT AVENUE QUEENS 11368,Yes,No,Yes,,,,
P.S. 020 John Bowne,Q020,P.S. 20 - QUEENS,Q020,142-30 BARCLAY AVENUE QUEENS 11355,Yes,No,Yes,,,,
P.S. 021 Edward Hart,Q021,P.S. 21 - QUEENS,Q021,147-36 26 AVENUE QUEENS 11354,Yes,Yes,Yes,2004,1,71,
P.S. 022 Thomas Jefferson,Q022,P.S. 22 - QUEENS,Q022,153-33 SANFORD AVENUE QUEENS 11355,Yes,No,No,,,,
Queens Academy High School,Q540,QUEENS ACADEMY HS - QUEENS,Q023,138-11 35 AVENUE QUEENS 11354,Yes,No,No,,,,
P.S. 024 Andrew Jackson,Q024,P.S. 24 - QUEENS,Q024,141-11 HOLLY AVENUE QUEENS 11355,Yes,"Yes, in 2003",Yes,2004,0,23,
I.S. 025 Adrien Block,Q025,J.H.S. 25 - QUEENS,Q025,34-65 192 STREET QUEENS 11358,Yes,No,Yes,,,,
P.S. Q233,Q233,J.H.S. 25 - QUEENS,Q025,34-65 192 STREET QUEENS 11358,Yes,No,Yes,,,,
World Journalism Preparatory: A College Board School,Q285,J.H.S. 25 - QUEENS,Q025,34-65 192 STREET QUEENS 11358,Yes,No,Yes,,,,
P.S. Q224,Q224,P.S. 26 - QUEENS,Q026,195-02 69 AVENUE QUEENS 11365,Yes,No,No,,,,
P.S. 026 Rufus King,Q026,P.S. 26 - QUEENS,Q026,195-02 69 AVENUE QUEENS 11365,Yes,No,No,,,,
P.S. 28 - The Thomas Emanuel Early Childhood Center,Q028,P.S. 28 - QUEENS,Q028,109-10 47 AVENUE QUEENS 11368,Yes,No,Yes,,,,
P.S. 029 Queens,Q029,P.S. 29 - QUEENS,Q029,125-10 23 AVENUE QUEENS 11356,Yes,No,No,,,,
P.S. 354,Q354,P.S. 30 - QUEENS,Q030,126-10 BEDELL STREET QUEENS 11434,Yes,No,No,,,,
P.S. 031 Bayside,Q031,P.S. 31 - QUEENS,Q031,211-45 46 ROAD QUEENS 11361,Yes,No,No,,,,
P.S. 032 State Street,Q032,P.S. 32 - QUEENS,Q032,171-11 35 AVENUE QUEENS 11358,Yes,No,No,,,,
P.S. 033 Edward M. Funk,Q033,P.S. 33 - QUEENS,Q033,91-37 222 STREET QUEENS 11428,Yes,No,No,,,,
P.S. 034 John Harvard,Q034,P.S. 34 - QUEENS,Q034,104-12 SPRINGFIELD BOULEVARD QUEENS 11429,Yes,No,Yes,,,,
P.S. 035 Nathaniel Woodhull,Q035,P.S. 35 - QUEENS,Q035,191-02 90 AVENUE QUEENS 11423,Yes,"Yes, in 2003",Yes,2005,0,14,
P.S. 036 Saint Albans School,Q036,P.S. 36 - QUEENS,Q036,187-01 FOCH BOULEVARD QUEENS 11412,Yes,No,No,,,,
Cynthia Jenkins School,Q037,P.S. 37 - QUEENS,Q037,179-37 137 AVENUE QUEENS 11434,Yes,No,Yes,,,,
P.S. 038 Rosedale,Q038,P.S. 38 - QUEENS,Q038,135-21 241 STREET QUEENS 11422,Yes,No,No,,,,
P.S. 040 Samuel Huntington,Q040,P.S. 40 (D28) - QUEENS,Q040,109-20 UNION HALL STREET QUEENS 11433,Yes,No,No,,,,
Jamaica Children's School,Q312,P.S. 40 (D28) - QUEENS,Q040,109-20 UNION HALL STREET QUEENS 11433,Yes,No,No,,,,
District 28 Pre-K Center,Q335,P.S. 40 (D28) - QUEENS,Q040,109-20 UNION HALL STREET QUEENS 11433,Yes,No,No,,,,
P.S. Q993,Q993,P.S. 41 - QUEENS,Q041,214-43 35 AVENUE QUEENS 11361,Yes,No,No,,,,
P.S. 041 Crocheron,Q041,P.S. 41 - QUEENS,Q041,214-43 35 AVENUE QUEENS 11361,Yes,No,No,,,,
P.S./M.S 042 R. Vernam,Q042,P.S. 42 - QUEENS,Q042,488 BEACH  66 STREET QUEENS 11692,Yes,"Yes, in 2003",Yes,2004,0,21,
P.S. Q233,Q233,P.S. 42 - QUEENS,Q042,488 BEACH  66 STREET QUEENS 11692,Yes,"Yes, in 2003",Yes,2004,0,21,
P.S. 043,Q043,P.S. 43 - QUEENS,Q043,160 BEACH  29 STREET QUEENS 11691,Yes,No,No,,,,
P.S. Q256,Q256,P.S. 43 - QUEENS,Q043,160 BEACH  29 STREET QUEENS 11691,Yes,No,No,,,,
P.S. 045 Clarence Witherspoon,Q045,P.S. 45 - QUEENS,Q045,126-28 150 STREET QUEENS 11436,Yes,No,No,,,,
P.S. 046 Alley Pond,Q046,P.S. 46 - QUEENS,Q046,64-45 218 STREET QUEENS 11364,Yes,No,No,,,,
P.S. 047 Chris Galas,Q047,P.S. 47 - QUEENS,Q047,9 POWER ROAD QUEENS 11693,Yes,No,No,,,,
P.S. 049 Dorothy Bonawit Kole,Q049,P.S./I.S. 49 - QUEENS,Q049,63-60 80th Street QUEENS 11379,Yes,No,No,,,,
P.S. 050 Talfourd Lawn Elementary School,Q050,P.S. 50 - QUEENS,Q050,143-26 101 AVENUE QUEENS 11435,Yes,No,Yes,,,,
P.S. 051,Q051,P.S. 51 (ECC) - QUEENS,Q051,87-45 117 STREET QUEENS 11418,Yes,No,Yes,,,,
P.S. 052 Queens,Q052,P.S. 52 - QUEENS,Q052,178-37 146 TERRACE QUEENS 11434,Yes,"Yes, in 2003",Yes,2005,0,46,
M.S. 053 Brian Piccolo,Q053,I.S. 53 - QUEENS,Q053,10-45 NAMEOKE STREET QUEENS 11691,Yes,No,No,,,,
Village Academy ,Q319,I.S. 53 - QUEENS,Q053,10-45 NAMEOKE STREET QUEENS 11691,Yes,No,No,,,,
P.S. 054 Hillside,Q054,P.S. 54 - QUEENS,Q054,86-02 127 STREET QUEENS 11418,Yes,No,Yes,,,,
P.S. 055 Maure,Q055,P.S. 55 - QUEENS,Q055,131-10 97 AVENUE QUEENS 11419,Yes,"Yes, in 2003",Yes,2005,0,23,
P.S. 056 Harry Eichler,Q056,P.S. 56 (OLD R HILL AX) - QUEENS,Q056,86-10 114 STREET QUEENS 11418,Yes,No,No,,,,
P.S. 009,Q009,P.S. 58 - QUEENS,Q058,72-24 GRAND AVENUE QUEENS 11378,Yes,No,No,,,,
P.S. 58 - The School of Heroes,Q058,P.S. 58 - QUEENS,Q058,72-24 GRAND AVENUE QUEENS 11378,Yes,No,No,,,,
P.S. 176 Cambria Heights,Q176,I.S. 59 - QUEENS,Q059,132-55 RIDGEDALE STREET QUEENS 11413,Yes,Yes,Yes,2005,2,21,
I.S. 059 Springfield Gardens,Q059,I.S. 59 - QUEENS,Q059,132-55 RIDGEDALE STREET QUEENS 11413,Yes,Yes,Yes,2005,2,21,
Success Academy Charter School - Springfield Gardens - New York 6,Q339,I.S. 59 - QUEENS,Q059,132-55 RIDGEDALE STREET QUEENS 11413,Yes,Yes,Yes,2005,2,21,
P.S. 060 Woodhaven,Q060,P.S. 60 - QUEENS,Q060,91-02 88 AVENUE QUEENS 11421,Yes,No,Yes,,,,
I.S. 061 Leonardo Da Vinci,Q061,I.S. 61 - QUEENS,Q061,98-50 50 AVENUE QUEENS 11368,Yes,No,No,,,,
P. S. 62 - Chester Park School,Q062,P.S. 62 - QUEENS,Q062,97-25 108 STREET QUEENS 11419,Yes,"Yes, in 2003",Yes,2005,0,16,
P.S. 063 Old South,Q063,P.S. 63 - QUEENS,Q063,90-15 SUTTER AVENUE QUEENS 11417,Yes,No,No,,,,
P.S. 064 Joseph P. Addabbo,Q064,P.S. 64 - QUEENS,Q064,82-01 101 AVENUE QUEENS 11416,Yes,No,No,,,,
P.S. 066 Jacqueline Kennedy Onassis,Q066,P.S. 66 - QUEENS,Q066,85-11 102 STREET QUEENS 11418,Yes,No,No,,,,
J.H.S. 067 Louis Pasteur,Q067,J.H.S. 67 - QUEENS,Q067,51-60 MARATHON PARKWAY QUEENS 11362,Yes,No,Yes,,,,
P.S. 068 Cambridge,Q068,P.S. 68 - QUEENS,Q068,59-09 SAINT FELIX AVENUE QUEENS 11385,Yes,No,Yes,,,,
P.S. Q811,Q811,P.S. 69 - QUEENS,Q069,77-02 37 AVENUE QUEENS 11372,Yes,No,No,,,,
P.S. 069 Jackson Heights,Q069,P.S. 69 - QUEENS,Q069,77-02 37 AVENUE QUEENS 11372,Yes,No,No,,,,
P.S. 070,Q070,P.S. 70 - QUEENS,Q070,30-45 42 STREET QUEENS 11103,Yes,No,No,,,,
District 30 Pre-K Center,Q389,P.S. 70 - QUEENS,Q070,30-45 42 STREET QUEENS 11103,Yes,No,No,,,,
P.S. 071 Forest,Q071,P.S. 71 - QUEENS,Q071,62-85 FOREST AVENUE QUEENS 11385,Yes,No,No,,,,
Catherine & Count Basie Middle School 72,Q072,J.H.S. 72 - QUEENS,Q072,133-25 GUY R BREWER BOULEVARD QUEENS 11434,Yes,No,No,,,,
P.S. Q993,Q993,J.H.S. 72 - QUEENS,Q072,133-25 GUY R BREWER BOULEVARD QUEENS 11434,Yes,No,No,,,,
Redwood Middle School,Q332,J.H.S. 72 - QUEENS,Q072,133-25 GUY R BREWER BOULEVARD QUEENS 11434,Yes,No,No,,,,
I.S. 73 - The Frank Sansivieri Intermediate School,Q073,I.S. 73 - QUEENS,Q073,70-02 54 AVENUE QUEENS 11378,Yes,No,No,,,,
J.H.S. 074 Nathaniel Hawthorne,Q074,I.S. 74 - QUEENS,Q074,61-15 OCEANIA STREET QUEENS 11364,Yes,No,Yes,,,,
Robert E. Peary School,Q075,P.S. 75 (R PERRY SCHOOL)-QUEENS,Q075,16-66 HANCOCK STREET QUEENS 11385,Yes,No,No,,,,
P.S. 076 William Hallet,Q076,P.S. 76 - QUEENS,Q076,36-36 10 STREET QUEENS 11106,Yes,No,No,,,,
District 30 Pre-K Center,Q389,P.S. 76 - QUEENS,Q076,36-36 10 STREET QUEENS 11106,Yes,No,No,,,,
P.S. 079 Francis Lewis,Q079,P.S. 79 - QUEENS,Q079,147-27 15 DRIVE QUEENS 11357,Yes,No,No,,,,
P.S. 80 The Thurgood Marshall Magnet School of Multimedia and Communication,Q080,P.S. 80 - QUEENS,Q080,171-05 137TH AVENUE JAMAICA 11434,Yes,No,No,,,,
P.S. 81Q Jean Paul Richter,Q081,P.S. 81 - QUEENS,Q081,559 CYPRESS AVENUE QUEENS 11385,Yes,No,Yes,,,,
P.S. 082 Hammond,Q082,P.S. 82 - QUEENS,Q082,88-02 144 STREET QUEENS 11435,Yes,"Yes, in 2002",Yes,2005,0,27,
P.S. 084 Steinway,Q084,P.S. 84 - QUEENS,Q084,22-45 41 STREET QUEENS 11105,Yes,No,No,,,,
P.S. 085 Judge Charles Vallone,Q085,P.S. 85 - QUEENS,Q085,23-70 31 STREET QUEENS 11105,Yes,No,No,,,,
P.S. Q086,Q086,P.S. 86 - QUEENS,Q086,87-41 PARSONS BOULEVARD QUEENS 11432,Yes,Yes,Yes,2016,1,68,
P.S./I.S. 087 Middle Village,Q087,P.S. 87 - QUEENS,Q087,67-54 80 STREET QUEENS 11379,Yes,"Yes, in 2002",Yes,2004,0,12,
Mosaic Pre-K Center,Q331,P.S. 87 - QUEENS,Q087,67-54 80 STREET QUEENS 11379,Yes,"Yes, in 2002",Yes,2004,0,12,
P.S. 088 Seneca,Q088,P.S. 88 - QUEENS,Q088,60-85 CATALPA AVENUE QUEENS 11385,Yes,No,Yes,,,,
Robert E. Peary School,Q075,P.S. 88 - QUEENS,Q088,60-85 CATALPA AVENUE QUEENS 11385,Yes,No,Yes,,,,
P.S. 089 Elmhurst,Q089,P.S. 89 - QUEENS,Q089,85-28 BRITTON AVENUE QUEENS 11373,Yes,No,Yes,,,,
P.S. 090 Horace Mann,Q090,P.S. 90 - QUEENS,Q090,86-50 109 STREET QUEENS 11418,Yes,No,No,,,,
P.S. 091 Richard Arkwright,Q091,P.S. 91 - QUEENS,Q091,68-10 CENTRAL AVE QUEENS 11385,Yes,"Yes, in 2003",Yes,2004,0,46,
The Riverview School,Q277,P.S. 91 - QUEENS,Q091,68-10 CENTRAL AVE QUEENS 11385,Yes,"Yes, in 2003",Yes,2004,0,46,
Mosaic Pre-K Center,Q331,P.S. 91 - QUEENS,Q091,68-10 CENTRAL AVE QUEENS 11385,Yes,"Yes, in 2003",Yes,2004,0,46,
I.S. 093 Ridgewood,Q093,I.S. 93 - QUEENS,Q093,66-56 FOREST AVENUE QUEENS 11385,Yes,No,No,,,,
Robert E. Peary School,Q075,I.S. 93 - QUEENS,Q093,66-56 FOREST AVENUE QUEENS 11385,Yes,No,No,,,,
P.S. 094 David D. Porter,Q094,P.S. 94 - QUEENS,Q094,41-77 LITTLE NECK PARKWAY QUEENS 11363,Yes,No,Yes,,,,
P.S. 095 Eastwood,Q095,P.S. 95 - QUEENS,Q095,179-01 90 AVENUE QUEENS 11432,Yes,No,No,,,,
P.S. 096,Q096,P.S. 96 - QUEENS,Q096,130-01 ROCKAWAY BOULEVARD QUEENS 11420,Yes,No,Yes,,,,
P.S. 097 Forest Park,Q097,P.S. 97 - QUEENS,Q097,85-52 85 STREET QUEENS 11421,Yes,No,Yes,,,,
P.S. 098 The Douglaston School,Q098,P.S. 98 - QUEENS,Q098,40-20 235 STREET QUEENS 11363,Yes,No,No,,,,
P.S. 099 Kew Gardens,Q099,P.S. 99 - QUEENS,Q099,82-37 KEW GARDENS ROAD QUEENS 11415,Yes,No,Yes,,,,
P.S. 100 Glen Morris,Q100,P.S. 100 - QUEENS,Q100,111-11 118 STREET QUEENS 11420,Yes,Yes,Yes,2004,1,39,
P.S. 101 School in the Gardens,Q101,P.S. 101 - QUEENS,Q101,2 RUSSELL PLACE QUEENS 11375,Yes,No,Yes,,,,
P.S. 102 Bayview,Q102,P.S./I.S. 102 - QUEENS,Q102,55-24 VAN HORN STREET QUEENS 11373,Yes,No,No,,,,
P.S. 104 The Bays Water,Q104,P.S. 104 - QUEENS,Q104,26-01 MOTT AVENUE QUEENS 11691,Yes,"Yes, in 2002",Yes,2005,0,11,
P.S. 105 The Bay School,Q105,P.S. 105 - QUEENS,Q105,420 BEACH  51 STREET QUEENS 11691,Yes,"Yes, in 2002",Yes,2005,0,44,
P.S. 106,Q106,P.S. 106 - QUEENS,Q106,180 BEACH  35 STREET QUEENS 11691,Yes,"Yes, in 2003",Yes,2005,0,8,
P.S. 107 Thomas A Dooley,Q107,P.S. 107 - QUEENS,Q107,167-02 45 AVENUE QUEENS 11358,Yes,Yes,Yes,2004,1,40,
P.S. 024 Andrew Jackson,Q024,P.S. 107 - QUEENS,Q107,167-02 45 AVENUE QUEENS 11358,Yes,Yes,Yes,2004,1,40,
P.S. 108 Captain Vincent G. Fowler,Q108,P.S. 108 - QUEENS,Q108,108-10 109 AVENUE QUEENS 11420,Yes,"Yes, in 2002",Yes,2005,0,51,
Jean Nuzzi Intermediate School,Q109,I.S. 109 - QUEENS,Q109,213-10 92 AVENUE QUEENS 11428,Yes,No,Yes,,,,
P.S. 111 Jacob Blackwell,Q111,P.S. 111 - QUEENS,Q111,37-15 13 STREET QUEENS 11101,Yes,No,No,,,,
VOICE Charter School of New York,Q304,P.S. 111 - QUEENS,Q111,37-15 13 STREET QUEENS 11101,Yes,No,No,,,,
P.S. 112 Dutch Kills,Q112,P.S. 112 - QUEENS,Q112,25-05 37 AVENUE QUEENS 11101,Yes,"Yes, in 2003",Yes,2004,0,28,
P.S./I.S. 113 Anthony J. Pranzo,Q113,P.S./I.S. 113 - QUEENS,Q113,78-23 87TH STREET QUEENS 11385,Yes,No,No,,,,
P.S./M.S. 114 Belle Harbor,Q114,P.S. 114 - QUEENS,Q114,134-01 CRONSTON AVENUE QUEENS 11694,Yes,No,Yes,,,,
P.S. Q256,Q256,P.S. 114 - QUEENS,Q114,134-01 CRONSTON AVENUE QUEENS 11694,Yes,No,Yes,,,,
P.S. Q224,Q224,The James J. Ambrose School,Q115,80-51 261 STREET QUEENS 11004,Yes,No,No,,,,
P.S. 115 The James J. Ambrose School,Q115,The James J. Ambrose School,Q115,80-51 261 STREET QUEENS 11004,Yes,No,No,,,,
P.S./I.S. 116 William C. Hughley,Q116,P.S. 116 - QUEENS,Q116,107-25 WREN PLACE QUEENS 11433,Yes,No,No,,,,
P.S. 117 J. Keld / Briarwood School,Q117,P.S. 117 - QUEENS,Q117,85-15 143 STREET QUEENS 11435,Yes,No,No,,,,
P.S. 118 Lorraine Hansberry,Q118,P.S. 118 - QUEENS,Q118,190-20 109 ROAD QUEENS 11412,Yes,No,No,,,,
I.S. 119 The Glendale,Q119,I.S. 119 - QUEENS,Q119,74-01 78 AVENUE QUEENS 11385,Yes,"Yes, in 2002",Yes,2004,0,14,
P.S. 120 Queens,Q120,P.S. 120 - QUEENS,Q120,58-01 136 STREET QUEENS 11355,Yes,No,No,,,,
P.S. 121 Queens,Q121,P.S. 121 - QUEENS,Q121,126-10 109 AVENUE QUEENS 11420,Yes,No,No,,,,
P.S. 122 Mamie Fay,Q122,P.S. 122 - QUEENS,Q122,21-21 DITMARS BOULEVARD QUEENS 11105,Yes,No,No,,,,
P.S. 123,Q123,P.S. 123 - QUEENS,Q123,145-01 119 AVENUE QUEENS 11436,Yes,No,No,,,,
P.S. 124 Osmond A Church,Q124,P.S. 124 - QUEENS,Q124,129-15 150 AVENUE QUEENS 11420,Yes,No,No,,,,
I.S. 125 Thom J. McCann Woodside,Q125,I.S. 125 - QUEENS,Q125,46-02 47 AVENUE QUEENS 11377,Yes,No,No,,,,
Albert Shanker School for Visual and Performing Arts,Q126,I.S. 126 - QUEENS,Q126,31-51 21 STREET QUEENS 11106,Yes,No,No,,,,
The 30th Avenue School (G&T Citywide),Q300,I.S. 126 - QUEENS,Q126,31-51 21 STREET QUEENS 11106,Yes,No,No,,,,
P.S. 127 Aerospace Science Magnet School,Q127,P.S. 127 - QUEENS,Q127,98-01 25 AVENUE QUEENS 11369,Yes,No,No,,,,
P.S. 129 Patricia Larkin,Q129,P.S. 129 - QUEENS,Q129,128-02 7 AVENUE QUEENS 11356,Yes,"Yes, in 2002",Yes,2004,0,26,
P.S. Q993,Q993,P.S. 130 - QUEENS,Q130,200-01 42 AVENUE QUEENS 11361,Yes,"Yes, in 2003",Yes,2004,0,13,
P.S. 130,Q130,P.S. 130 - QUEENS,Q130,200-01 42 AVENUE QUEENS 11361,Yes,"Yes, in 2003",Yes,2004,0,13,
P.S. 131 Abigail Adams,Q131,P.S. 131 - QUEENS,Q131,170-45 84 AVENUE QUEENS 11432,Yes,No,Yes,,,,
P.S. 132 Ralph Bunche,Q132,P.S. 132 - QUEENS,Q132,132-15 218 STREET QUEENS 11413,Yes,No,Yes,,,,
P.S. 133 Queens,Q133,P.S. 133 - QUEENS,Q133,248-05 86 AVENUE QUEENS 11426,Yes,"Yes, in 2002",Yes,2004,0,9,
P.S. 134 Hollis,Q134,P.S. 134 - QUEENS,Q134,203-02 109 AVENUE QUEENS 11412,Yes,No,No,,,,
The Bellaire School,Q135,P.S. 135 - QUEENS,Q135,207-11 89 AVENUE QUEENS 11427,Yes,No,No,,,,
P.S. 136 Roy Wilkins,Q136,P.S. 136 - QUEENS,Q136,201-15 115 AVENUE QUEENS 11412,Yes,No,No,,,,
P.S. Q811,Q811,P.S. 136 - QUEENS,Q136,201-15 115 AVENUE QUEENS 11412,Yes,No,No,,,,
