location,dbn,buildingName,buildingCode,address,waterTesting,elevatedResults,healthDptProtocolImplemented,dateLastTested,elevatedSamples,totalSamples,note
Universal Pre-K C.B.O.,K717,CHILDRENS CTR EARLY LEARNING,KAVF,83 MARLBOROUGH ROAD BROOKLYN 11226,Yes,No,N/A,,,,
Aim High Childrens Services,KCJO,CHILDRENS CTR EARLY LEARNING,KAVF,83 MARLBOROUGH ROAD BROOKLYN 11226,Yes,No,N/A,,,,
HEBREW EDUCATIONAL SOCIETY,KAVQ,HEBREW EDUCATIONAL SOCIETY,KAVQ,9502 SEAVIEW AVENUE BROOKLYN 11236,Yes,No,N/A,,,,
Starting Point Services For Children Little Hands,QAJI,HEBREW EDUCATIONAL SOCIETY,KAVQ,9502 SEAVIEW AVENUE BROOKLYN 11236,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K718,HEBREW EDUCATIONAL SOCIETY,KAVQ,9502 SEAVIEW AVENUE BROOKLYN 11236,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K715,HANOVER\MILESTONE BUILDING,KAWC,15 HANOVER PLACE BROOKLYN 11201,Yes,No,N/A,,,,
Hanover\milestone School,OAJI,HANOVER\MILESTONE BUILDING,KAWC,15 HANOVER PLACE BROOKLYN 11201,Yes,No,N/A,,,,
"Hanover Place Child Care Center, LLC",KAWC,HANOVER\MILESTONE BUILDING,KAWC,15 HANOVER PLACE BROOKLYN 11201,Yes,No,N/A,,,,
MILESTONE SCHOOL FOR CHILD DEVELOPMENT,KBUS,HANOVER\MILESTONE BUILDING,KAWC,15 HANOVER PLACE BROOKLYN 11201,Yes,No,N/A,,,,
M.A.C.A.D.E.M.Y.,KAWQ,Q KINGDOM MINISTRIES INC.,KAWQ,1313 UNION STREET BROOKLYN 11225,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K717,Q KINGDOM MINISTRIES INC.,KAWQ,1313 UNION STREET BROOKLYN 11225,Yes,No,N/A,,,,
Hellenic Classical Charter School,K362,HELLENIC CLASSICAL CHARTER SCHOOL,KAWR,646 FIFTH AVENUE BROOKLYN 11215,,,,,,,Charter managed facility. More information to come.
Universal Pre-K C.B.O.,K72C,KIDS CENTRIC INC,KAWX,280 LIVONIA AVE BROOKLYN 11212,Yes,No,N/A,,,,
Kids Centric Inc.,KAWX,KIDS CENTRIC INC,KAWX,280 LIVONIA AVE BROOKLYN 11212,Yes,No,N/A,,,,
World Of Little People (WOLP) Head Start,KAWY,WORLD OF LITTLE PEOPLE HEAD START,KAWY,565 BALTIC STREET BROOKLYN 11217,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K715,WORLD OF LITTLE PEOPLE HEAD START,KAWY,565 BALTIC STREET BROOKLYN 11217,Yes,No,N/A,,,,
Alonzo A. Daughtry Memorial Day Care Center Inc,KCHM,WORLD OF LITTLE PEOPLE HEAD START,KAWY,565 BALTIC STREET BROOKLYN 11217,Yes,No,N/A,,,,
Bishop Sexton Head Start,KAXC,BISHOP SEXTON HEAD START,KAXC,933 HERKIMER STREET BROOKLYN 11223,Yes,No,N/A,,,,
Little Sun People Too,KAXT,LITTLE SUN PEOPLE TOO,KAXT,265 MARCUS GARVEY BOULEVARD BROOKLYN 11221,Yes,No,N/A,,,,
LSSMNY: Early LIFE Childrens Center 8,KBJJ,LITTLE SUN PEOPLE TOO,KAXT,265 MARCUS GARVEY BOULEVARD BROOKLYN 11221,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K716,LITTLE SUN PEOPLE TOO,KAXT,265 MARCUS GARVEY BOULEVARD BROOKLYN 11221,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K719,MIRACLE MAKERS,KAXU,565 LIVONIA AVENUE BROOKLYN 11207,Yes,No,N/A,,,,
Miracle Makers,KAXU,MIRACLE MAKERS,KAXU,565 LIVONIA AVENUE BROOKLYN 11207,Yes,No,N/A,,,,
"Highlights Academy, Inc.",KAXW,"HIGHLIGHTS ACADEMY, INC.",KAXW,1688 PRESIDENT STREET BROOKLYN 11213,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K717,"HIGHLIGHTS ACADEMY, INC.",KAXW,1688 PRESIDENT STREET BROOKLYN 11213,Yes,No,N/A,,,,
Puerto Rican Family Institute,KAYL,PUERTO RICAN FAMILY INSTITUTE,KAYL,185 MARCY AVENUE BROOKLYN 11211,Yes,No,N/A,,,,
Cooke Center For Learning & Development,KBHF,PUERTO RICAN FAMILY INSTITUTE,KAYL,185 MARCY AVENUE BROOKLYN 11211,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K714,PUERTO RICAN FAMILY INSTITUTE,KAYL,185 MARCY AVENUE BROOKLYN 11211,Yes,No,N/A,,,,
Hawthorne Corners Day Care Center,KAYS,HAWTHORNE CORNERS DAY CARE CENTER,KAYS,1950 BEDFORD AVENUE BROOKLYN 11225,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K717,HAWTHORNE CORNERS DAY CARE CENTER,KAYS,1950 BEDFORD AVENUE BROOKLYN 11225,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K72C,HOPE FAITH AND CHARITY,KAYT,774 SARATOGA AVENUE BROOKLYN 11212,N/A,N/A,N/A,,,,Information to come
Hope Faith And Charity,KAYT,HOPE FAITH AND CHARITY,KAYT,774 SARATOGA AVENUE BROOKLYN 11212,N/A,N/A,N/A,,,,Information to come
Saratoga,KBJL,HOPE FAITH AND CHARITY,KAYT,774 SARATOGA AVENUE BROOKLYN 11212,N/A,N/A,N/A,,,,Information to come
Morris Koppelman Center,KCGN,HOPE FAITH AND CHARITY,KAYT,774 SARATOGA AVENUE BROOKLYN 11212,N/A,N/A,N/A,,,,Information to come
"Bambi Day Care Center, Inc.",KAYU,"BAMBI DAY CARE CENTER, INC.",KAYU,300 ROGERS AVENUE BROOKLYN 11225,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K717,"BAMBI DAY CARE CENTER, INC.",KAYU,300 ROGERS AVENUE BROOKLYN 11225,Yes,No,N/A,,,,
United Housing Development Corp (Stanhope),KAZT,UNITED HOUSING DEVELOPMENT CORP (STANHOPE),KAZT,136 STANHOPE STREET BROOKLYN 11206,Yes,No,N/A,,,,
Adult and Continuing Education,K755,UNITED HOUSING DEVELOPMENT CORP (STANHOPE),KAZT,136 STANHOPE STREET BROOKLYN 11206,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K732,UNITED HOUSING DEVELOPMENT CORP (STANHOPE),KAZT,136 STANHOPE STREET BROOKLYN 11206,Yes,No,N/A,,,,
Tashbar Learning Center,KAZY,TASHBAR LEARNING CENTER,KAZY,1349 50TH STREET BROOKLYN 11219,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K720,TASHBAR LEARNING CENTER,KAZY,1349 50TH STREET BROOKLYN 11219,Yes,No,N/A,,,,
Yeled V' Yalda 1349,KBJO,TASHBAR LEARNING CENTER,KAZY,1349 50TH STREET BROOKLYN 11219,Yes,No,N/A,,,,
Cornerstone Daycare,KAZZ,CORNERSTONE DAYCARE,KAZZ,289 LEWIS AVENUE BROOKLYN 11221,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K716,CORNERSTONE DAYCARE,KAZZ,289 LEWIS AVENUE BROOKLYN 11221,Yes,No,N/A,,,,
Love In Action Day Care,KBAC,LOVE IN ACTION DAY CARE,KBAC,33 SOMERS STREET BROOKLYN 11223,Yes,No,N/A,,,,
Shirley Chisholm Child Care Center Site 4 Somers,KBFC,LOVE IN ACTION DAY CARE,KBAC,33 SOMERS STREET BROOKLYN 11223,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K72C,LOVE IN ACTION DAY CARE,KBAC,33 SOMERS STREET BROOKLYN 11223,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K719,"URBAN STRATEGIES DAY CARE, INC. # 2",KBAD,452 PENNSYLVANIA AVENUE BROOKLYN 11207,N/A,N/A,N/A,,,,Information to come
PAL Arnold and Marie Schwatz Head Start,KBJP,"URBAN STRATEGIES DAY CARE, INC. # 2",KBAD,452 PENNSYLVANIA AVENUE BROOKLYN 11207,N/A,N/A,N/A,,,,Information to come
PAL ARNOLD P. MARIE SCHWARTZ HEAD START,KBPH,"URBAN STRATEGIES DAY CARE, INC. # 2",KBAD,452 PENNSYLVANIA AVENUE BROOKLYN 11207,N/A,N/A,N/A,,,,Information to come
"URBAN STRATEGIES DAY CARE, INC. # 2",KBAD,"URBAN STRATEGIES DAY CARE, INC. # 2",KBAD,452 PENNSYLVANIA AVENUE BROOKLYN 11207,N/A,N/A,N/A,,,,Information to come
GUILD PRESCHOOL,KBAI,GUILD FOR EXCEPTIONAL CHILDREN,KBAI,1273 57TH STREET BROOKLYN 11219,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K720,GUILD FOR EXCEPTIONAL CHILDREN,KBAI,1273 57TH STREET BROOKLYN 11219,Yes,No,N/A,,,,
Bet Yaakov Ateret Torah,KBAY,BET YAAKOV ATERET TORAH,KBAY,2166 CONEY ISLAND AVENUE BROOKLYN 11223,Yes,No,N/A,,,,
YELED V'YALDA EARLY CHILDHOOD CENTER SITE 3,KBVO,BET YAAKOV ATERET TORAH,KBAY,2166 CONEY ISLAND AVENUE BROOKLYN 11223,Yes,No,N/A,,,,
Bet Yakov Ateret Torah High School,KACB,BET YAAKOV ATERET TORAH,KBAY,2166 CONEY ISLAND AVENUE BROOKLYN 11223,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K72A,BET YAAKOV ATERET TORAH,KBAY,2166 CONEY ISLAND AVENUE BROOKLYN 11223,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K72C,BROOKLYN KINDERGARTEN SOCIETY/ACD,KBAZ,232 POWELL STREET BROOKLYN 11212,Yes,No,N/A,,,,
Brooklyn Kindergarten Society/Acd,KBAZ,BROOKLYN KINDERGARTEN SOCIETY/ACD,KBAZ,232 POWELL STREET BROOKLYN 11212,Yes,No,N/A,,,,
New Dawn Charter High School,K486,NON-DOE BUILDING,KBBA,242 HOYT STREET BROOKLYN 11217,,,,,,,Charter managed facility. More information to come.
Universal Pre-K C.B.O.,K720,BAMBI DAY CARE CENTER,KBBB,405 81 STREET BROOKLYN 11209,,,,,,,Information to come
"BAMBI DAYCARE CENTER, INC.",KBBB,BAMBI DAY CARE CENTER,KBBB,405 81 STREET BROOKLYN 11209,,,,,,,Information to come
Friends of Crown Heights 17,KBJQ,HERBERT A. MORRELL FHC # 2,KBBC,921 HEGEMAN AVENUE BROOKLYN 11220,Yes,No,N/A,,,,
HERBERT A. MORRELL FHC # 2,KBBC,HERBERT A. MORRELL FHC # 2,KBBC,921 HEGEMAN AVENUE BROOKLYN 11220,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K719,HERBERT A. MORRELL FHC # 2,KBBC,921 HEGEMAN AVENUE BROOKLYN 11220,Yes,No,N/A,,,,
Kids Centric In. Pal Carey Gardens Day Care,KBBE,KIDS CENTRIC IN. PAL CAREY GARDENS DAY CARE,KBBE,2964 WEST 23RD STREET BROOKLYN 11224,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K72A,KIDS CENTRIC IN. PAL CAREY GARDENS DAY CARE,KBBE,2964 WEST 23RD STREET BROOKLYN 11224,Yes,No,N/A,,,,
Saint Peter's Preschool,KBBL,SAINT PETER ' S PRESCHOOL,KBBL,105 HIGHLAND PLACE BROOKLYN 11208,Yes,No,N/A,,,,
St. Peter ' S Elementary School -Pre School Program,KBDB,SAINT PETER ' S PRESCHOOL,KBBL,105 HIGHLAND PLACE BROOKLYN 11208,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K719,SAINT PETER ' S PRESCHOOL,KBBL,105 HIGHLAND PLACE BROOKLYN 11208,Yes,No,N/A,,,,
Khyle Brenaj Kiddie Kollege,KBBO,KHYLE BRENAJ KIDDIE KOLLEGE,KBBO,9718 FLATLANDS AVENUE BROOKLYN 11236,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K718,KHYLE BRENAJ KIDDIE KOLLEGE,KBBO,9718 FLATLANDS AVENUE BROOKLYN 11236,Yes,No,N/A,,,,
Friends of Crown Heights 19,KBJR,BISHOP GREGORY MARTIN  FHC#6,KBCR,370 NEW LOTS AVENUE BROOKLYN 11207,Yes,No,N/A,,,,
BISHOP GREGORY MARTIN  FHC # 6,KBCR,BISHOP GREGORY MARTIN  FHC#6,KBCR,370 NEW LOTS AVENUE BROOKLYN 11207,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K719,BISHOP GREGORY MARTIN  FHC#6,KBCR,370 NEW LOTS AVENUE BROOKLYN 11207,Yes,No,N/A,,,,
"Tabernacle Day Care Center, Inc.",KBCV,"TABERNACLE DAY CARE CENTER, INC.",KBCV,34-52 KOSCIUSKO STREET BROOKLYN 11205,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K713,"TABERNACLE DAY CARE CENTER, INC.",KBCV,34-52 KOSCIUSKO STREET BROOKLYN 11205,Yes,No,N/A,,,,
Pine Street Day Care,KBCZ,PINE STREET DAY CARE,KBCZ,374 PINE STREET BROOKLYN 11208,N/A,N/A,N/A,,,,Information to come
AMBOY STREET DAY CARE,KBRR,PINE STREET DAY CARE,KBCZ,374 PINE STREET BROOKLYN 11208,N/A,N/A,N/A,,,,Information to come
Universal Pre-K C.B.O.,K719,PINE STREET DAY CARE,KBCZ,374 PINE STREET BROOKLYN 11208,N/A,N/A,N/A,,,,Information to come
Universal Pre-K C.B.O.,K719,URBAN STRATEGIES HEAD START,KBDA,1091 SUTTER AVENUE BROOKLYN 11208,Yes,No,N/A,,,,
Urban Strategies Day Care Center Site 1,KBUG,URBAN STRATEGIES HEAD START,KBDA,1091 SUTTER AVENUE BROOKLYN 11208,Yes,No,N/A,,,,
Urban Strategies Day Care Center Site 1,KBDA,URBAN STRATEGIES HEAD START,KBDA,1091 SUTTER AVENUE BROOKLYN 11208,Yes,No,N/A,,,,
CYPRESS HILLS CHILD CARE CORPORATION,KBDC,CYPRESS HILLS CHILD CARE CORPORATION,KBDC,108 PINE STREET BROOKLYN 11208,Yes,No,N/A,,,,
Cypress Hills Child Care Center,KBZI,CYPRESS HILLS CHILD CARE CORPORATION,KBDC,108 PINE STREET BROOKLYN 11208,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K719,CYPRESS HILLS CHILD CARE CORPORATION,KBDC,108 PINE STREET BROOKLYN 11208,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K72C,SALVATION ARMY SUTTER DAY CARE,KBDD,20 SUTTER AVENUE BROOKLYN 11212,Yes,No,N/A,,,,
Friends of Crown Heights 26,KBYM,SALVATION ARMY SUTTER DAY CARE,KBDD,20 SUTTER AVENUE BROOKLYN 11212,Yes,No,N/A,,,,
Salvation Army Sutter Day Care,KBDD,SALVATION ARMY SUTTER DAY CARE,KBDD,20 SUTTER AVENUE BROOKLYN 11212,Yes,No,N/A,,,,
Haitian American Day Care 1,KBDE,HAITIAN AMERICAN DAY CARE 1,KBDE,1491 BEDFORD AVENUE BROOKLYN 11216,Yes,No,N/A,,,,
Friends of Crown Heights 10,KBJS,HAITIAN AMERICAN DAY CARE 1,KBDE,1491 BEDFORD AVENUE BROOKLYN 11216,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K717,HAITIAN AMERICAN DAY CARE 1,KBDE,1491 BEDFORD AVENUE BROOKLYN 11216,Yes,No,N/A,,,,
Cortelyou Academy,KBDJ,CORTELYOU ACADEMY,KBDJ,2739 BEDFORD AVENUE BROOKLYN 11210,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K72B,CORTELYOU ACADEMY,KBDJ,2739 BEDFORD AVENUE BROOKLYN 11210,Yes,No,N/A,,,,
Raven's Learning Center,KBDN,RAVEN'S LEARNING CENTER,KBDN,1102 EAST 92 STREET BROOKLYN 11236,,,,,,,Information to come
Universal Pre-K C.B.O.,K718,RAVEN'S LEARNING CENTER,KBDN,1102 EAST 92 STREET BROOKLYN 11236,,,,,,,Information to come
Mary Bobb Day Care Academy,KBDT,MARY BOBB DAY CARE ACADEMY,KBDT,1187 NOSTRAND AVENUE BROOKLYN 11225,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K717,MARY BOBB DAY CARE ACADEMY,KBDT,1187 NOSTRAND AVENUE BROOKLYN 11225,Yes,No,N/A,,,,
NEW LIFE HEAD START Site 2,KBEB,New Life Child Development Center 4,KBEB,1307 GREENE AVENUE BROOKLYN 11221,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K732,New Life Child Development Center 4,KBEB,1307 GREENE AVENUE BROOKLYN 11221,Yes,No,N/A,,,,
YELED V' YALDA HEAD START,KBEV,YELED V' YALDA HEAD START,KBEV,1257 38TH STREET BROOKLYN 11218,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K720,YELED V' YALDA HEAD START,KBEV,1257 38TH STREET BROOKLYN 11218,Yes,No,N/A,,,,
Yeled V' Yalda 1257,KBGI,YELED V' YALDA HEAD START,KBEV,1257 38TH STREET BROOKLYN 11218,Yes,No,N/A,,,,
ADVENT DAY CARE CENTER,KBEX,ADVENT DAY CARE CENTER,KBEX,265 SUMPTER STREET BROOKLYN 11233,Yes,Yes,Yes,,,,
Shirley Chisholm Day Care Center Site 5 Advent Center,KBJU,ADVENT DAY CARE CENTER,KBEX,265 SUMPTER STREET BROOKLYN 11233,Yes,Yes,Yes,,,,
Universal Pre-K C.B.O.,K72C,ADVENT DAY CARE CENTER,KBEX,265 SUMPTER STREET BROOKLYN 11233,Yes,Yes,Yes,,,,
YWCA BROWNSVILLE EARLY LEARNING CENTER,KBFA,YWCA BROWNSVILLE EARLY LEARNING CENTER,KBFA,1592 EAST NEW YORK AVENUE BROOKLYN 11212,Yes,No,N/A,,,,
YWCA BROWNSVILLE EARLY LEARNING CENTER,KBVY,YWCA BROWNSVILLE EARLY LEARNING CENTER,KBFA,1592 EAST NEW YORK AVENUE BROOKLYN 11212,Yes,No,N/A,,,,
YWCA-NYC Brownsville Early Learning Center,KBJW,YWCA BROWNSVILLE EARLY LEARNING CENTER,KBFA,1592 EAST NEW YORK AVENUE BROOKLYN 11212,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K72C,YWCA BROWNSVILLE EARLY LEARNING CENTER,KBFA,1592 EAST NEW YORK AVENUE BROOKLYN 11212,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K72C,"SHIRLEY CHISHOLM DAY CARE CENTER, INC.",KBFR,69-71 SARATOGA AVENUE BROOKLYN 11233,Yes,No,N/A,,,,
"SHIRLY CHISHOLM DAYCARE CENTER, INC.",KBFR,"SHIRLEY CHISHOLM DAY CARE CENTER, INC.",KBFR,69-71 SARATOGA AVENUE BROOKLYN 11233,Yes,No,N/A,,,,
SHIRLET CHISHOLM DAYCARE CENTER,KBFV,"SHIRLEY CHISHOLM DAY CARE CENTER, INC.",KBFR,69-71 SARATOGA AVENUE BROOKLYN 11233,Yes,No,N/A,,,,
SHIRLEY CHISHOLM DAYCARE CENTER,KBFS,"SHIRLEY CHISHOLM DAY CARE CENTER, INC.",KBFR,69-71 SARATOGA AVENUE BROOKLYN 11233,Yes,No,N/A,,,,
Saratoga II,KBJZ,"SHIRLEY CHISHOLM DAY CARE CENTER, INC.",KBFR,69-71 SARATOGA AVENUE BROOKLYN 11233,Yes,No,N/A,,,,
"LITTLE SUN PEOPLE, INC.",KBVZ,NEW YORK CHRISTIAN ACADEMY,KBFZ,1360 FULTON STREET BROOKLYN 11233,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K713,NEW YORK CHRISTIAN ACADEMY,KBFZ,1360 FULTON STREET BROOKLYN 11233,Yes,No,N/A,,,,
Brooklyn Ascend Charter School,K652,Brooklyn Ascend Building,KBGH,205 Rockaway Parkway BROOKLYN 11212,,,,,,,Charter managed facility. More information to come.
GREAT OAKS ELEMENTARY,KBGP,GREAT OAKS ELEMENTARY,KBGP,4718 FARRAGUT ROAD BROOKLYN 11203,,,,,,,Information to come
Universal Pre-K C.B.O.,K718,GREAT OAKS ELEMENTARY,KBGP,4718 FARRAGUT ROAD BROOKLYN 11203,,,,,,,Information to come
Great Oak Elementary School,KAFQ,GREAT OAKS ELEMENTARY,KBGP,4718 FARRAGUT ROAD BROOKLYN 11203,,,,,,,Information to come
GEORGIA L. MCMURRAY DAY CARE EARLY CHILDHOOD CENTER,KBGS,GEORGIA L. MCMURRAY EARLY CHILDHOOD CENTER,KBGS,675 LINCOLN AVENUE BROOKLYN 11208,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K719,GEORGIA L. MCMURRAY EARLY CHILDHOOD CENTER,KBGS,675 LINCOLN AVENUE BROOKLYN 11208,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K715,Aim High Children's Services Quality of Life Child,KBGT,4116 8th Avenue Brooklyn 11230,Yes,No,N/A,,,,
Aim High Children's Services Quality of Life Child,KBGT,Aim High Children's Services Quality of Life Child,KBGT,4116 8th Avenue Brooklyn 11230,Yes,No,N/A,,,,
Brooklyn Chinese American Association,KCGR,Aim High Children's Services Quality of Life Child,KBGT,4116 8th Avenue Brooklyn 11230,Yes,No,N/A,,,,
Aim High Children's Services New Life Child Dev Cn,KBGU,New Life Child Development Center 1,KBGU,295 Woodbine Street Brooklyn 11237,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K732,New Life Child Development Center 1,KBGU,295 Woodbine Street Brooklyn 11237,Yes,No,N/A,,,,
KREATIVE KARE DAY CARE,KBGY,KREATIVE KARE DAY CARE,KBGY,292 PALMETTO STREET BROOKLYN 11237,Yes,No,N/A,,,,
NEVINS DAY CARE CENTER,KBGZ,NEVINS DAY CARE CENTER,KBGZ,460 ATLANTIC AVENUE BROOKLYN 11217,Yes,No,N/A,,,,
Alonzo A. Daughtry Memorial Day Care Center 1,KBUH,NEVINS DAY CARE CENTER,KBGZ,460 ATLANTIC AVENUE BROOKLYN 11217,Yes,No,N/A,,,,
Nat Turner Day Care,KBUE,NEVINS DAY CARE CENTER,KBGZ,460 ATLANTIC AVENUE BROOKLYN 11217,Yes,No,N/A,,,,
Strong Place for Hope Day Care Center/ DBA Strong Place for Hope Day Care,KBKB,NEVINS DAY CARE CENTER,KBGZ,460 ATLANTIC AVENUE BROOKLYN 11217,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K715,NEVINS DAY CARE CENTER,KBGZ,460 ATLANTIC AVENUE BROOKLYN 11217,Yes,No,N/A,,,,
B'Above Worldwide Institute,KBAV,B'Above Worldwide Institute,KBHM,533 Blake Avenue Brooklyn 11207,Yes,Yes,Yes,,,,
MOHDC Smart Start 2,KCJX,B'Above Worldwide Institute,KBHM,533 Blake Avenue Brooklyn 11207,Yes,Yes,Yes,,,,
JONATHAN WILLIAMS DAY CARE CENTER,KBIL,JONATHAN WILLIAMS DAY CARE CENTER,KBIL,321 ROEBLING STREET BROOKLYN 11211,Yes,No,N/A,,,,
Two by Two,KBWH,JONATHAN WILLIAMS DAY CARE CENTER,KBIL,321 ROEBLING STREET BROOKLYN 11211,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K714,JONATHAN WILLIAMS DAY CARE CENTER,KBIL,321 ROEBLING STREET BROOKLYN 11211,Yes,No,N/A,,,,
Two by Two - FD,KCDP,JONATHAN WILLIAMS DAY CARE CENTER,KBIL,321 ROEBLING STREET BROOKLYN 11211,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K717,FLATBUSH ACTION COMMUNITY DAY CARE CENTER,KBIM,525 PARKSIDE AVENUE BROOKLYN 11226,Yes,No,N/A,,,,
Parkside ECDC,KBKQ,FLATBUSH ACTION COMMUNITY DAY CARE CENTER,KBIM,525 PARKSIDE AVENUE BROOKLYN 11226,Yes,No,N/A,,,,
FLATBUSH ACTION COMMUNITY DAY CARE CENTER,KBIM,FLATBUSH ACTION COMMUNITY DAY CARE CENTER,KBIM,525 PARKSIDE AVENUE BROOKLYN 11226,Yes,No,N/A,,,,
GRACE PRE-SCHOOL,KBOH,FLATBUSH ACTION COMMUNITY DAY CARE CENTER,KBIM,525 PARKSIDE AVENUE BROOKLYN 11226,Yes,No,N/A,,,,
ALONZO A. DAUGHTRY MEMORIAL DAY CARE CENTER SITE 2,KBIY,ALONZO A. DAUGHTRY MEMORIAL DAY CARE CENTER SITE 2,KBIY,333 2 STREET BROOKLYN 11215,Yes,No,N/A,,,,
Strong Place for Hope Day Care Center/DBA Strong Place for Hope Day Care,KBFN,ALONZO A. DAUGHTRY MEMORIAL DAY CARE CENTER SITE 2,KBIY,333 2 STREET BROOKLYN 11215,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K715,ALONZO A. DAUGHTRY MEMORIAL DAY CARE CENTER SITE 2,KBIY,333 2 STREET BROOKLYN 11215,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K719,MAXINE TURNER EARLY CHILDHOOD ACADEMY,KBJA,668 LOGAN STREET BROOKLYN 11208,N/A,N/A,N/A,,,,Information to come
Friends of Crown Heights 16,KBKC,MAXINE TURNER EARLY CHILDHOOD ACADEMY,KBJA,668 LOGAN STREET BROOKLYN 11208,N/A,N/A,N/A,,,,Information to come
MAXINE TURNER EARLY CHILDHOOD ACADEMY,KBJA,MAXINE TURNER EARLY CHILDHOOD ACADEMY,KBJA,668 LOGAN STREET BROOKLYN 11208,N/A,N/A,N/A,,,,Information to come
ROUND TABLE CHILD CARE CENTER,KBJX,ROUND TABLE CHILD CARE CENTER,KBJX,1175 GATES AVENUE BROOKLYN 11221,Yes,No,N/A,,,,
LSSMNY: Early LIFE Childrens Center,KBKE,ROUND TABLE CHILD CARE CENTER,KBJX,1175 GATES AVENUE BROOKLYN 11221,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K732,ROUND TABLE CHILD CARE CENTER,KBJX,1175 GATES AVENUE BROOKLYN 11221,Yes,No,N/A,,,,
Inter Force Tots,KBKD,Inner Force Tots,KBKC,992 GATES Avenue Brooklyn 11221,Yes,No,N/A,,,,
KIDS CENTRIC GOOD SAMARITAN DAY CARE,KBKT,Inner Force Tots,KBKC,992 GATES Avenue Brooklyn 11221,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K716,Inner Force Tots,KBKC,992 GATES Avenue Brooklyn 11221,Yes,No,N/A,,,,
ADAPTIVE SOULUTION MULTI SERVES,KCKK,Inner Force Tots,KBKC,992 GATES Avenue Brooklyn 11221,Yes,No,N/A,,,,
BAbove 27,QAQR,BAbove 27,KBKK,779 East 49th Street Brooklyn 11203,Yes,No,N/A,,,,
BAbove 26,KBBY,BAbove 27,KBKK,779 East 49th Street Brooklyn 11203,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K718,BAbove 27,KBKK,779 East 49th Street Brooklyn 11203,Yes,No,N/A,,,,
RONEL LEARNING READING CENTER,KBKN,RONEL LEARNING READING CENTER,KBKN,5215 CHURCH AVENUE BROOKLYN 11203,Yes,No,N/A,,,,
Magic Kingdom,KCFV,RONEL LEARNING READING CENTER,KBKN,5215 CHURCH AVENUE BROOKLYN 11203,Yes,No,N/A,,,,
United Academy - Wythe Avenue,KBKV,United Academy,KBKV,722 Wythe Avenue Brooklyn 11211,Yes,No,N/A,,,,
United Talmudical Academy Torah Veyirah Inc,KCDK,United Academy,KBKV,722 Wythe Avenue Brooklyn 11211,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K714,United Academy,KBKV,722 Wythe Avenue Brooklyn 11211,Yes,No,N/A,,,,
Universal Pre-K C.B.O.,K715,Baais Yaakov Faigeh of Schonberger of Adas Yereim,KBKW,1169-43 Street Brooklyn 11219,Yes,No,N/A,,,,
